month,ROE,EP,SUE_proxy,FCF_yield,DY
202412,-0.39642857142857135,-0.18214285714285713,,,
202512,0.2642857142857143,0.014285714285714282,,,
202601,0.11428571428571425,0.24285714285714283,,,
202602,0.5821428571428571,-0.11428571428571425,,,
202603,0.16785714285714282,0.10357142857142855,,,
202604,0.3428571428571428,0.11428571428571425,,,
202605,-0.2285714285714285,0.15,,,
202606,0.33928571428571425,0.09999999999999999,,,
202607,-0.017857142857142853,0.5285714285714286,,,
